invoice_number,invoice_date,invoice_month,due_date,net_terms,payment_due_days,currency,vendor_id,vendor_name,vendor_address,vendor_email,tax_id,vendor_category,buyer_company,buyer_address,num_line_items,subtotal,tax_rate,tax_amount,amount_due,payment_received_date,is_late,epsilon
INV-2024-0257,2024-11-12,11,2024-12-07,Net 25,25,USD,V099,Pioneer Works Corp,"1600 Industrial Dr, Los Angeles, GA 29426",billing@pioneer-works.com,RJ-1066150,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,42402.46,6.25,2650.15,51604.23,2024-12-07,0,5.0
INV-2024-0065,2024-08-04,8,2024-08-17,Net 13,13,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,37535.5,8.5,3190.52,45367.23,2024-08-17,0,5.0
INV-2022-0028,2022-04-28,4,2022-05-21,Net 23,23,USD,V096,Sterling Security Corp,"5995 Enterprise Ave, Dallas, GA 64756",billing@sterling-security.com,VP-7611653,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,13831.9,8.0,1106.55,4928.89,2022-06-08,1,5.0
INV-2024-0174,2024-03-17,3,2024-04-04,Net 18,18,USD,V002,Vanguard Supplies Group,"6899 Industrial Dr, Seattle, NY 96672",billing@vanguard-supplies.com,XS-7319707,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,5047.61,7.0,353.33,1.0,2024-04-27,1,5.0
INV-2023-0083,2023-03-12,3,2023-05-09,Net 58,58,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,20964.11,8.25,1729.54,16511.95,2023-05-09,0,5.0
INV-2022-0215,2022-11-05,11,2022-12-18,Net 43,43,USD,V056,Global Works Group,"7141 Innovation Rd, Houston, FL 18512",billing@global-works.com,EI-9112074,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,8002.68,8.5,680.23,1.0,2022-12-18,0,5.0
INV-2022-0162,2022-07-12,7,2022-08-13,Net 32,32,USD,V025,Acme Supplies Group,"7676 Innovation Rd, Dallas, OH 77641",billing@acme-supplies.com,LM-5848287,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,8423.55,7.0,589.65,6304.28,2022-08-13,0,5.0
INV-2024-0014,2024-01-23,1,2024-02-11,Net 19,19,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",23,36459.85,6.25,2278.74,38146.35,2024-03-17,1,5.0
INV-2023-0236,2023-12-31,12,2024-02-26,Net 57,57,USD,V096,Sterling Security Corp,"5995 Enterprise Ave, Dallas, GA 64756",billing@sterling-security.com,VP-7611653,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,33049.24,6.25,2065.58,46987.13,2024-02-26,0,5.0
INV-2022-0176,2023-03-02,3,2023-04-15,Net 44,44,USD,V046,Titan Freight Co,"3445 Venture Blvd, New York, NY 44674",billing@titan-freight.com,OY-3319049,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,18091.54,8.25,1492.55,18142.51,2023-04-15,0,5.0
INV-2023-0005,2023-02-21,2,2023-03-22,Net 29,29,USD,V036,Delta Partners Corp,"4463 Commerce Blvd, New York, IL 34285",billing@delta-partners.com,YQ-6165679,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,38169.04,8.5,3244.37,39321.39,2023-03-22,0,5.0
INV-2022-0173,2022-09-22,9,2022-10-24,Net 32,32,USD,V078,Beacon Legal LLC,"1581 Tech Park Way, Houston, TX 91974",billing@beacon-legal.com,RG-8449607,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,38054.48,8.0,3044.36,36222.72,2022-11-24,1,5.0
INV-2024-0149,2023-10-03,10,2023-11-28,Net 56,56,USD,V070,Swift Logistics Inc,"1954 Business Pkwy, Miami, NY 73374",billing@swift-logistics.com,UO-1318408,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",22,49818.55,8.0,3985.48,52401.57,2023-12-02,1,5.0
INV-2024-0145,2024-06-11,6,2024-07-29,Net 48,48,USD,V020,Titan Systems LLC,"2639 Commerce Blvd, New York, GA 31677",billing@titan-systems.com,MH-7646705,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,7322.23,8.5,622.39,11492.33,2024-07-29,0,5.0
INV-2022-0233,2022-12-10,12,2023-01-08,Net 29,29,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,8760.81,8.0,700.86,9972.34,2023-01-08,0,5.0
INV-2023-0018,2022-10-06,10,2022-11-08,Net 33,33,USD,V020,Titan Systems LLC,"2639 Commerce Blvd, New York, GA 31677",billing@titan-systems.com,MH-7646705,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,24308.16,8.5,2066.19,10075.55,2022-11-08,0,5.0
INV-2023-0153,2023-07-25,7,2023-08-15,Net 21,21,USD,V080,Vanguard Legal Group,"3154 Innovation Rd, Houston, NY 44911",billing@vanguard-legal.com,XN-8021855,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,28252.67,8.5,2401.48,30997.41,2023-08-15,0,5.0
INV-2022-0004,2022-01-04,1,2022-02-10,Net 37,37,USD,V030,Delta Solutions Group,"2879 Tech Park Way, New York, CA 66178",billing@delta-solutions.com,EO-6187480,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,13856.13,8.0,1108.49,29221.54,2022-03-01,1,5.0
INV-2023-0004,2023-01-03,1,2023-02-28,Net 56,56,USD,V022,Acme Capital Inc,"8802 Corporate Ln, Atlanta, FL 45909",billing@acme-capital.com,SL-9415398,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,37423.3,7.0,2619.63,33778.32,2023-02-28,0,5.0
INV-2022-0219,2022-12-23,12,2023-02-22,Net 61,61,USD,V031,Titan Capital LLC,"2971 Industrial Dr, San Francisco, GA 11015",billing@titan-capital.com,AV-9416320,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,22289.85,8.0,1783.19,30767.25,2023-03-27,1,5.0
INV-2022-0104,2021-06-18,6,2021-08-05,Net 48,48,USD,V018,Beacon Partners Group,"7292 Market St, San Francisco, FL 70566",billing@beacon-partners.com,PY-1787494,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,3595.84,8.0,287.67,4189.82,2021-08-05,0,5.0
INV-2022-0190,2023-01-27,1,2023-02-12,Net 16,16,USD,V075,Titan Energy Co,"6804 Corporate Ln, Dallas, GA 12482",billing@titan-energy.com,XS-8433533,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,9087.26,8.5,772.42,2623.47,2023-02-12,0,5.0
INV-2023-0055,2022-11-03,11,2022-12-17,Net 44,44,USD,V047,Elite Energy Inc,"6329 Venture Blvd, Atlanta, TX 13596",billing@elite-energy.com,TY-1467010,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,20790.29,8.5,1767.17,28585.85,2022-12-17,0,5.0
INV-2023-0245,2023-11-23,11,2023-12-12,Net 19,19,USD,V009,Nexus Cloud Inc,"9187 Market St, Chicago, CA 21938",billing@nexus-cloud.com,AA-2404330,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,10545.35,8.0,843.63,1.0,2023-12-15,1,5.0
INV-2024-0164,2024-10-07,10,2024-11-14,Net 38,38,USD,V077,Pioneer Data LLC,"6745 Commerce Blvd, Houston, OH 35522",billing@pioneer-data.com,DA-6517366,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",21,29497.6,8.5,2507.3,30391.96,2024-12-01,1,5.0
INV-2023-0160,2023-11-03,11,2023-11-22,Net 19,19,USD,V051,Summit Cloud Inc,"8534 Innovation Rd, San Francisco, FL 19111",billing@summit-cloud.com,FB-8643603,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,13335.19,8.5,1133.49,1.0,2023-11-27,1,5.0
INV-2023-0026,2023-07-11,7,2023-09-30,Net 81,81,USD,V093,Delta Labs Corp,"7201 Industrial Dr, Atlanta, AZ 11524",billing@delta-labs.com,II-7984720,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,24304.85,8.25,2005.15,13390.33,2023-09-30,0,5.0
INV-2024-0069,2023-11-13,11,2024-01-21,Net 69,69,USD,V005,Apex Logistics Co,"7104 Corporate Ln, Austin, AZ 77215",billing@apex-logistics.com,SE-9744220,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,31742.95,8.5,2698.15,17529.6,2024-01-21,0,5.0
INV-2024-0178,2024-06-12,6,2024-07-12,Net 30,30,USD,V035,Pioneer Parts Co,"816 Market St, Dallas, TX 55543",billing@pioneer-parts.com,BH-9896761,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,38392.89,8.5,3263.4,1.0,2024-08-25,1,5.0
INV-2022-0127,2022-07-16,7,2022-08-16,Net 31,31,USD,V060,Elite Parts Co,"6665 Commerce Blvd, Miami, TX 29096",billing@elite-parts.com,QA-4681262,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,33019.28,8.0,2641.54,24276.13,2022-09-09,1,5.0
INV-2022-0048,2022-04-15,4,2022-05-26,Net 41,41,USD,V030,Delta Solutions Group,"2879 Tech Park Way, New York, CA 66178",billing@delta-solutions.com,EO-6187480,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,12725.45,8.0,1018.04,11453.12,2022-05-26,0,5.0
INV-2024-0155,2024-07-02,7,2024-09-02,Net 62,62,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,38090.21,7.0,2666.31,31161.61,2024-09-02,0,5.0
INV-2023-0248,2023-12-09,12,2024-01-24,Net 46,46,USD,V070,Swift Logistics Inc,"1954 Business Pkwy, Miami, NY 73374",billing@swift-logistics.com,UO-1318408,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,24634.77,7.5,1847.61,53107.5,2024-03-07,1,5.0
INV-2024-0063,2023-11-08,11,2023-12-03,Net 25,25,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,16101.88,7.5,1207.64,40650.01,2023-12-18,1,5.0
INV-2022-0010,2022-02-15,2,2022-04-05,Net 49,49,USD,V082,Acme Labs Inc,"2298 Enterprise Ave, Austin, NY 23859",billing@acme-labs.com,RB-3008960,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",34,48188.02,9.0,4336.92,78578.16,2022-04-05,0,5.0
INV-2024-0273,2025-03-23,3,2025-05-02,Net 40,40,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,39491.79,8.5,3356.8,60199.95,2025-05-02,0,5.0
INV-2022-0150,2022-07-27,7,2022-08-11,Net 15,15,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,7675.77,9.0,690.82,8011.26,2022-09-04,1,5.0
INV-2023-0145,2023-08-05,8,2023-09-01,Net 27,27,USD,V049,Global Freight Corp,"2572 Enterprise Ave, New York, FL 64553",billing@global-freight.com,BX-2314532,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,48614.26,8.0,3889.14,39871.67,2023-10-12,1,5.0
INV-2024-0033,2023-12-27,12,2024-01-15,Net 19,19,USD,V033,Nexus Tech Inc,"504 Corporate Ln, New York, TX 70100",billing@nexus-tech.com,EF-4196340,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",5,21190.5,6.25,1324.41,4028.35,2024-01-15,0,5.0
INV-2024-0108,2024-09-19,9,2024-10-01,Net 12,12,USD,V033,Nexus Tech Inc,"504 Corporate Ln, New York, TX 70100",billing@nexus-tech.com,EF-4196340,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,20496.9,7.5,1537.27,46085.33,2024-10-23,1,5.0
INV-2022-0151,2022-08-01,8,2022-08-02,Net 1,1,USD,V049,Global Freight Corp,"2572 Enterprise Ave, New York, FL 64553",billing@global-freight.com,BX-2314532,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,4545.4,8.5,386.36,1.0,2022-08-02,0,5.0
INV-2024-0075,2024-06-20,6,2024-07-02,Net 12,12,USD,V074,Summit Systems LLC,"5688 Commerce Blvd, Miami, TX 56163",billing@summit-systems.com,IQ-3412149,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,47312.06,6.25,2957.0,59692.52,2024-07-02,0,5.0
INV-2022-0146,2022-07-14,7,2022-09-03,Net 51,51,USD,V098,Titan Supplies Co,"3257 Venture Blvd, Miami, IL 34070",billing@titan-supplies.com,IS-9593223,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,23278.03,9.0,2095.02,34876.18,2022-09-03,0,5.0
INV-2024-0154,2024-11-15,11,2024-12-16,Net 31,31,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,6040.83,7.5,453.06,17223.46,2024-12-16,0,5.0
INV-2024-0020,2024-06-21,6,2024-08-12,Net 52,52,USD,V064,Swift Labs Inc,"6128 Market St, Chicago, FL 50631",billing@swift-labs.com,OH-7356228,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",16,10467.51,9.0,942.08,1.0,2024-08-12,0,5.0
INV-2023-0105,2023-06-24,6,2023-08-04,Net 41,41,USD,V026,Titan Partners Co,"5010 Enterprise Ave, New York, IL 71642",billing@titan-partners.com,ED-1423570,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,37959.2,8.5,3226.53,38967.39,2023-09-13,1,5.0
INV-2022-0168,2022-10-06,10,2022-11-14,Net 39,39,USD,V085,Nexus Security Inc,"3286 Commerce Blvd, Atlanta, WA 70774",billing@nexus-security.com,IV-3245909,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,43593.63,7.5,3269.52,49230.88,2022-11-14,0,5.0
INV-2022-0045,2022-02-08,2,2022-03-06,Net 26,26,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,1844.79,6.25,115.3,1.0,2022-03-09,1,5.0
INV-2024-0264,2025-01-26,1,2025-04-26,Net 90,90,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",2,19841.05,7.5,1488.08,20272.86,2025-05-19,1,5.0
INV-2023-0262,2024-02-22,2,2024-05-07,Net 75,75,USD,V089,Delta Energy Group,"6236 Enterprise Ave, Miami, AZ 69052",billing@delta-energy.com,QZ-9752084,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",23,5123.69,8.25,422.7,1.0,2024-05-07,0,5.0
INV-2023-0229,2023-08-06,8,2023-08-21,Net 15,15,USD,V012,Beacon Tech LLC,"517 Tech Park Way, Atlanta, GA 13267",billing@beacon-tech.com,ZU-3922097,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",7,14713.33,8.0,1177.07,2157.12,2023-08-21,0,5.0
INV-2024-0248,2025-06-24,6,2025-08-25,Net 62,62,USD,V085,Nexus Security Inc,"3286 Commerce Blvd, Atlanta, WA 70774",billing@nexus-security.com,IV-3245909,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",15,20100.54,8.5,1708.55,20621.42,2025-08-25,0,5.0
INV-2023-0040,2023-01-25,1,2023-03-04,Net 38,38,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",30,28112.1,7.0,1967.85,15574.63,2023-03-07,1,5.0
INV-2023-0230,2023-09-25,9,2023-11-03,Net 39,39,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",24,8858.28,8.5,752.95,1.0,2023-11-04,1,5.0
INV-2024-0088,2024-08-10,8,2024-08-30,Net 20,20,USD,V008,Apex Security LLC,"9923 Commerce Blvd, Chicago, IL 26364",billing@apex-security.com,DP-2100567,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",23,8029.16,8.0,642.33,6852.56,2024-08-30,0,5.0
INV-2022-0049,2022-04-09,4,2022-06-18,Net 70,70,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,40278.38,8.5,3423.66,54700.99,2022-06-19,1,5.0
INV-2022-0143,2022-09-14,9,2022-09-15,Net 1,1,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",13,16489.05,8.0,1319.12,16438.02,2022-09-15,0,5.0
INV-2022-0005,2022-06-21,6,2022-08-10,Net 50,50,USD,V095,Pacific Supplies Group,"2422 Enterprise Ave, Dallas, TX 59481",billing@pacific-supplies.com,YW-8599600,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,28207.91,6.25,1762.99,36956.62,2022-08-30,1,5.0
INV-2022-0117,2022-03-19,3,2022-05-05,Net 47,47,USD,V034,Summit Ventures Co,"4909 Venture Blvd, Austin, TX 66397",billing@summit-ventures.com,IN-7195200,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,48686.14,8.0,3894.89,46686.3,2022-05-05,0,5.0
INV-2024-0039,2024-02-20,2,2024-03-25,Net 34,34,USD,V050,Alpha Logistics Inc,"1560 Business Pkwy, San Francisco, OH 11605",billing@alpha-logistics.com,WP-3255363,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",17,38099.33,6.25,2381.21,44031.94,2024-05-08,1,5.0
INV-2024-0119,2024-05-20,5,2024-05-21,Net 1,1,USD,V073,Acme Systems Group,"3672 Innovation Rd, Dallas, TX 47148",billing@acme-systems.com,KV-6786265,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,41053.13,8.0,3284.25,97173.45,2024-06-16,1,5.0
INV-2022-0223,2022-09-25,9,2022-11-27,Net 63,63,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",4,12373.77,8.0,989.9,1.0,2022-11-27,0,5.0
INV-2023-0156,2023-04-27,4,2023-06-14,Net 48,48,USD,V051,Summit Cloud Inc,"8534 Innovation Rd, San Francisco, FL 19111",billing@summit-cloud.com,FB-8643603,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",9,37566.9,6.25,2347.93,32989.47,2023-06-14,0,5.0
INV-2024-0165,2023-08-02,8,2023-08-16,Net 14,14,USD,V022,Acme Capital Inc,"8802 Corporate Ln, Atlanta, FL 45909",billing@acme-capital.com,SL-9415398,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,40406.7,8.5,3434.57,60897.09,2023-08-16,0,5.0
INV-2023-0195,2023-10-03,10,2023-10-10,Net 7,7,USD,V035,Pioneer Parts Co,"816 Market St, Dallas, TX 55543",billing@pioneer-parts.com,BH-9896761,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",11,37095.09,7.0,2596.66,38947.6,2023-11-19,1,5.0
INV-2024-0204,2024-09-09,9,2024-11-10,Net 62,62,USD,V028,Pioneer Systems LLC,"5163 Business Pkwy, Chicago, IL 39703",billing@pioneer-systems.com,ZD-7655623,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",10,8773.03,8.0,701.84,12428.86,2024-11-18,1,5.0
INV-2024-0146,2024-08-16,8,2024-10-10,Net 55,55,USD,V087,Bright Energy LLC,"5575 Trade Center Dr, New York, CA 49952",billing@bright-energy.com,EY-6888997,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,34860.45,6.25,2178.78,54547.5,2024-10-25,1,5.0
INV-2024-0005,2024-01-03,1,2024-01-21,Net 18,18,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",3,38276.19,8.25,3157.79,53059.67,2024-01-21,0,5.0
INV-2022-0123,2022-06-06,6,2022-08-07,Net 62,62,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",23,12021.78,6.25,751.36,12706.38,2022-08-07,0,5.0
INV-2023-0120,2023-03-07,3,2023-04-18,Net 42,42,USD,V077,Pioneer Data LLC,"6745 Commerce Blvd, Houston, OH 35522",billing@pioneer-data.com,DA-6517366,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",6,32713.04,8.5,2780.61,34185.09,2023-04-18,0,5.0
INV-2022-0038,2022-01-22,1,2022-02-28,Net 37,37,USD,V023,Titan Marketing LLC,"6077 Tech Park Way, Miami, NY 96188",billing@titan-marketing.com,MR-5984445,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,22629.25,8.5,1923.49,43252.32,2022-03-08,1,5.0
INV-2024-0167,2023-09-20,9,2023-12-12,Net 83,83,USD,V062,Vanguard Security LLC,"5667 Market St, Dallas, FL 35053",billing@vanguard-security.com,GD-7867100,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",19,48851.62,8.5,4152.39,58103.32,2023-12-12,0,5.0
