invoice_number,invoice_date,invoice_month,due_date,net_terms,payment_due_days,currency,vendor_id,vendor_name,vendor_address,vendor_email,tax_id,vendor_category,buyer_company,buyer_address,num_line_items,subtotal,tax_rate,tax_amount,amount_due,payment_received_date,is_late,epsilon
INV-2024-0155,2021-01-01,1,2021-04-01,Net 90,90,USD,V010,Prime Cloud Group,"8102 Commerce Blvd, Dallas, WA 79449",billing@prime-cloud.com,KL-3248988,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,38090.21,7.0,2666.31,581009.03,2021-04-01,0,0.1
INV-2023-0248,2021-01-01,1,2021-04-01,Net 90,90,USD,V070,Swift Logistics Inc,"1954 Business Pkwy, Miami, NY 73374",billing@swift-logistics.com,UO-1318408,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",8,24634.77,7.5,1847.61,1.0,2021-05-14,1,0.1
INV-2024-0063,2023-10-12,10,2023-10-13,Net 1,1,USD,V057,Pioneer Consulting Inc,"1704 Industrial Dr, San Francisco, WA 80792",billing@pioneer-consulting.com,BL-2384418,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,16101.88,7.5,1207.64,566834.74,2023-10-28,1,0.1
INV-2022-0010,2025-05-14,5,2025-05-15,Net 1,1,USD,V082,Acme Labs Inc,"2298 Enterprise Ave, Austin, NY 23859",billing@acme-labs.com,RB-3008960,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",28,48188.02,9.0,4336.92,7323.94,2025-05-15,0,0.1
INV-2024-0273,2021-01-01,1,2021-04-01,Net 90,90,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,39491.79,8.5,3356.8,1.0,2021-04-01,0,0.1
INV-2022-0150,2021-01-01,1,2021-04-01,Net 90,90,USD,V058,Alpha Parts Inc,"5515 Business Pkwy, Chicago, CO 68596",billing@alpha-parts.com,NC-1873172,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,7675.77,9.0,690.82,1.0,2021-04-25,1,0.1
INV-2023-0145,2024-03-30,3,2024-03-31,Net 1,1,USD,V049,Global Freight Corp,"2572 Enterprise Ave, New York, FL 64553",billing@global-freight.com,BX-2314532,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,48614.26,8.0,3889.14,1.0,2024-05-11,1,0.1
INV-2024-0033,2021-01-01,1,2021-04-01,Net 90,90,USD,V033,Nexus Tech Inc,"504 Corporate Ln, New York, TX 70100",billing@nexus-tech.com,EF-4196340,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,21190.5,6.25,1324.41,84400.52,2021-04-01,0,0.1
INV-2024-0108,2025-05-16,5,2025-08-14,Net 90,90,USD,V033,Nexus Tech Inc,"504 Corporate Ln, New York, TX 70100",billing@nexus-tech.com,EF-4196340,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,20496.9,7.5,1537.27,1.0,2025-09-05,1,0.1
INV-2022-0151,2021-01-01,1,2021-01-02,Net 1,1,USD,V049,Global Freight Corp,"2572 Enterprise Ave, New York, FL 64553",billing@global-freight.com,BX-2314532,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,4545.4,8.5,386.36,440316.94,2021-01-02,0,0.1
INV-2024-0075,2021-01-01,1,2021-03-18,Net 76,76,USD,V074,Summit Systems LLC,"5688 Commerce Blvd, Miami, TX 56163",billing@summit-systems.com,IQ-3412149,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,47312.06,6.25,2957.0,187390.86,2021-03-18,0,0.1
INV-2022-0146,2021-01-01,1,2021-04-01,Net 90,90,USD,V098,Titan Supplies Co,"3257 Venture Blvd, Miami, IL 34070",billing@titan-supplies.com,IS-9593223,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,23278.03,9.0,2095.02,796967.48,2021-04-01,0,0.1
INV-2024-0154,2025-12-31,12,2026-02-26,Net 57,57,USD,V088,Sterling Tech Group,"1722 Enterprise Ave, Seattle, OH 71396",billing@sterling-tech.com,YF-8369434,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,6040.83,7.5,453.06,1055065.2,2026-02-26,0,0.1
INV-2024-0020,2025-12-31,12,2026-01-01,Net 1,1,USD,V064,Swift Labs Inc,"6128 Market St, Chicago, FL 50631",billing@swift-labs.com,OH-7356228,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,10467.51,9.0,942.08,192814.26,2026-01-01,0,0.1
INV-2023-0105,2021-01-01,1,2021-04-01,Net 90,90,USD,V026,Titan Partners Co,"5010 Enterprise Ave, New York, IL 71642",billing@titan-partners.com,ED-1423570,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,37959.2,8.5,3226.53,1.0,2021-05-11,1,0.1
INV-2022-0168,2025-12-31,12,2026-01-01,Net 1,1,USD,V085,Nexus Security Inc,"3286 Commerce Blvd, Atlanta, WA 70774",billing@nexus-security.com,IV-3245909,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,43593.63,7.5,3269.52,1195765.27,2026-01-01,0,0.1
INV-2022-0045,2021-01-01,1,2021-04-01,Net 90,90,USD,V040,Elite Tech Co,"6369 Tech Park Way, Atlanta, GA 90719",billing@elite-tech.com,KV-2072647,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,1844.79,6.25,115.3,158052.88,2021-04-04,1,0.1
INV-2024-0264,2021-01-01,1,2021-04-01,Net 90,90,USD,V072,Elite Supplies LLC,"8170 Industrial Dr, Houston, TX 16783",billing@elite-supplies.com,KL-1996530,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,19841.05,7.5,1488.08,1.0,2021-04-24,1,0.1
INV-2023-0262,2025-12-31,12,2026-01-01,Net 1,1,USD,V089,Delta Energy Group,"6236 Enterprise Ave, Miami, AZ 69052",billing@delta-energy.com,QZ-9752084,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,5123.69,8.25,422.7,76833.81,2026-01-01,0,0.1
INV-2023-0229,2025-12-31,12,2026-03-31,Net 90,90,USD,V012,Beacon Tech LLC,"517 Tech Park Way, Atlanta, GA 13267",billing@beacon-tech.com,ZU-3922097,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,14713.33,8.0,1177.07,278598.06,2026-03-31,0,0.1
INV-2024-0248,2023-02-04,2,2023-05-05,Net 90,90,USD,V085,Nexus Security Inc,"3286 Commerce Blvd, Atlanta, WA 70774",billing@nexus-security.com,IV-3245909,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,20100.54,8.5,1708.55,220953.96,2023-05-05,0,0.1
INV-2023-0040,2025-12-31,12,2026-03-31,Net 90,90,USD,V042,Summit Capital Co,"5685 Venture Blvd, New York, IL 49749",billing@summit-capital.com,AE-3245131,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,28112.1,7.0,1967.85,721111.59,2026-04-03,1,0.1
INV-2023-0230,2021-01-01,1,2021-01-02,Net 1,1,USD,V003,Global Logistics LLC,"9032 Venture Blvd, San Francisco, GA 11150",billing@global-logistics.com,IL-7095929,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,8858.28,8.5,752.95,1.0,2021-01-03,1,0.1
INV-2024-0088,2021-01-01,1,2021-04-01,Net 90,90,USD,V008,Apex Security LLC,"9923 Commerce Blvd, Chicago, IL 26364",billing@apex-security.com,DP-2100567,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,8029.16,8.0,642.33,115345.01,2021-04-01,0,0.1
INV-2022-0049,2021-01-01,1,2021-01-11,Net 10,10,USD,V019,Pioneer Marketing Co,"5261 Venture Blvd, Miami, AZ 19348",billing@pioneer-marketing.com,CW-3276360,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,40278.38,8.5,3423.66,1.0,2021-01-12,1,0.1
INV-2022-0143,2021-01-01,1,2021-01-02,Net 1,1,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,16489.05,8.0,1319.12,1.0,2021-01-02,0,0.1
INV-2022-0005,2021-01-01,1,2021-04-01,Net 90,90,USD,V095,Pacific Supplies Group,"2422 Enterprise Ave, Dallas, TX 59481",billing@pacific-supplies.com,YW-8599600,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,28207.91,6.25,1762.99,1.0,2021-04-21,1,0.1
INV-2022-0117,2021-01-01,1,2021-01-02,Net 1,1,USD,V034,Summit Ventures Co,"4909 Venture Blvd, Austin, TX 66397",billing@summit-ventures.com,IN-7195200,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,48686.14,8.0,3894.89,1.0,2021-01-02,0,0.1
INV-2024-0039,2025-12-31,12,2026-03-31,Net 90,90,USD,V050,Alpha Logistics Inc,"1560 Business Pkwy, San Francisco, OH 11605",billing@alpha-logistics.com,WP-3255363,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,38099.33,6.25,2381.21,218462.0,2026-05-14,1,0.1
INV-2024-0119,2021-01-01,1,2021-01-02,Net 1,1,USD,V073,Acme Systems Group,"3672 Innovation Rd, Dallas, TX 47148",billing@acme-systems.com,KV-6786265,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",20,41053.13,8.0,3284.25,1.0,2021-01-28,1,0.1
INV-2022-0223,2025-12-31,12,2026-03-15,Net 74,74,USD,V021,Swift Ventures LLC,"9509 Enterprise Ave, San Francisco, OH 36962",billing@swift-ventures.com,HP-7243669,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,12373.77,8.0,989.9,1.0,2026-03-15,0,0.1
INV-2023-0156,2025-12-31,12,2026-01-01,Net 1,1,USD,V051,Summit Cloud Inc,"8534 Innovation Rd, San Francisco, FL 19111",billing@summit-cloud.com,FB-8643603,Retail,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,37566.9,6.25,2347.93,1.0,2026-01-01,0,0.1
INV-2024-0165,2025-12-31,12,2026-03-31,Net 90,90,USD,V022,Acme Capital Inc,"8802 Corporate Ln, Atlanta, FL 45909",billing@acme-capital.com,SL-9415398,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",12,40406.7,8.5,3434.57,1.0,2026-03-31,0,0.1
INV-2023-0195,2021-01-01,1,2021-04-01,Net 90,90,USD,V035,Pioneer Parts Co,"816 Market St, Dallas, TX 55543",billing@pioneer-parts.com,BH-9896761,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,37095.09,7.0,2596.66,1.0,2021-05-11,1,0.1
INV-2024-0204,2022-07-21,7,2022-10-19,Net 90,90,USD,V028,Pioneer Systems LLC,"5163 Business Pkwy, Chicago, IL 39703",billing@pioneer-systems.com,ZD-7655623,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,8773.03,8.0,701.84,1.0,2022-10-27,1,0.1
INV-2024-0146,2021-01-01,1,2021-01-02,Net 1,1,USD,V087,Bright Energy LLC,"5575 Trade Center Dr, New York, CA 49952",billing@bright-energy.com,EY-6888997,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,34860.45,6.25,2178.78,394751.58,2021-01-17,1,0.1
INV-2024-0005,2025-12-31,12,2026-03-31,Net 90,90,USD,V063,Bright Capital Inc,"1050 Commerce Blvd, Los Angeles, OH 69201",billing@bright-capital.com,JE-8583354,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,38276.19,8.25,3157.79,410878.17,2026-03-31,0,0.1
INV-2022-0123,2025-12-31,12,2026-01-01,Net 1,1,USD,V014,Swift Parts Inc,"3067 Tech Park Way, Dallas, NY 95999",billing@swift-parts.com,DR-1070640,Healthcare,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,12021.78,6.25,751.36,135594.08,2026-01-01,0,0.1
INV-2023-0120,2025-12-31,12,2026-03-31,Net 90,90,USD,V077,Pioneer Data LLC,"6745 Commerce Blvd, Houston, OH 35522",billing@pioneer-data.com,DA-6517366,Services,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,32713.04,8.5,2780.61,38711.7,2026-03-31,0,0.1
INV-2022-0038,2025-12-31,12,2026-01-01,Net 1,1,USD,V023,Titan Marketing LLC,"6077 Tech Park Way, Miami, NY 96188",billing@titan-marketing.com,MR-5984445,Manufacturing,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",1,22629.25,8.5,1923.49,228494.56,2026-01-09,1,0.1
INV-2024-0167,2025-12-31,12,2026-03-31,Net 90,90,USD,V062,Vanguard Security LLC,"5667 Market St, Dallas, FL 35053",billing@vanguard-security.com,GD-7867100,Technology,SmartInvoiceInc,"100 Commerce Blvd, Dallas, TX 75201",50,48851.62,8.5,4152.39,240813.31,2026-03-31,0,0.1
